@relation 'HR_comma_sep-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,10,9-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,10'

@attribute satisfaction_level numeric
@attribute last_evaluation numeric
@attribute average_montly_hours numeric
@attribute time_spend_company numeric
@attribute Work_accident {0,1}
@attribute promotion_last_5years {0,1}
@attribute number_project numeric
@attribute salary {low,medium,high}
@attribute sales {sales,accounting,hr,technical,support,management,IT,product_mng,marketing,RandD}
@attribute left {0,1}

@data
0.45,0.45,154,3,1,0,2,medium,support,1
0.45,0.45,154,3,1,0,2,medium,support,1
0.38,0.45,156,3,0,0,2,medium,sales,1
0.38,0.45,156,3,0,0,2,medium,sales,1
0.44,0.45,156,3,0,0,2,medium,sales,1
0.44,0.45,156,3,0,0,2,medium,sales,1
0.44,0.45,156,3,0,0,2,medium,sales,1
0.44,0.45,156,3,0,0,2,medium,hr,1
0.44,0.45,156,3,0,0,2,medium,hr,1
0.44,0.45,156,3,0,0,2,medium,hr,1
0.26,0.45,157,3,0,0,2,medium,accounting,0
0.37,0.45,160,3,0,0,2,medium,marketing,1
0.45,0.45,168,2,0,0,4,low,sales,0
0.59,0.45,171,2,0,0,2,low,technical,0
0.46,0.45,172,2,1,0,2,low,management,0
0.6,0.45,173,2,0,0,3,low,sales,0
0.76,0.45,177,6,0,0,5,medium,support,0
0.55,0.45,179,2,1,0,3,low,sales,0
0.55,0.45,179,2,1,0,3,low,sales,0
0.53,0.45,180,3,0,0,4,medium,technical,0
0.56,0.45,184,3,0,0,3,medium,RandD,0
0.26,0.45,187,2,0,0,5,low,sales,0
0.32,0.45,188,3,0,0,2,low,sales,0
0.57,0.45,189,2,0,0,3,medium,technical,0
0.94,0.45,211,3,0,0,2,low,technical,0
0.28,0.45,218,4,0,0,6,low,accounting,1
0.28,0.45,218,4,0,0,6,low,accounting,1
0.28,0.45,218,4,0,0,6,low,accounting,1
0.95,0.45,225,2,0,0,3,low,product_mng,0
0.42,0.45,227,3,0,0,3,medium,sales,0
0.42,0.45,227,3,0,0,3,medium,sales,0
0.25,0.45,228,5,0,0,3,medium,accounting,0
0.73,0.45,232,4,0,0,5,low,accounting,0
0.96,0.45,232,2,1,0,6,low,product_mng,0
0.41,0.45,236,2,0,0,3,medium,RandD,0
0.44,0.45,237,6,0,0,6,medium,support,0
0.27,0.45,239,4,0,0,3,low,technical,0
0.33,0.45,239,3,0,0,6,low,sales,0
0.9,0.45,241,6,0,0,4,medium,support,0
0.78,0.45,253,6,0,1,3,medium,support,0
0.84,0.45,263,2,0,0,3,low,RandD,0
0.88,0.45,274,2,1,0,5,medium,support,0
0.48,0.45,277,2,1,0,3,high,accounting,0
0.54,0.46,98,4,0,0,2,low,support,0
0.57,0.46,100,6,1,1,2,medium,marketing,0
0.57,0.46,100,6,1,1,2,medium,marketing,0
0.4,0.46,109,3,0,0,2,low,IT,0
0.84,0.46,118,3,0,0,5,low,support,0
0.44,0.46,121,3,0,0,3,medium,technical,0
0.85,0.46,123,5,1,0,3,low,technical,0
0.43,0.46,126,3,0,0,2,medium,sales,1
0.4,0.46,127,3,0,0,2,medium,hr,1
0.4,0.46,127,3,0,0,2,medium,hr,1
0.4,0.46,127,3,0,0,2,medium,hr,1
0.4,0.46,127,3,0,0,2,low,technical,1
0.4,0.46,127,3,0,0,2,low,technical,1
0.4,0.46,127,3,0,0,2,low,technical,1
0.39,0.46,127,3,0,0,2,low,management,1
0.37,0.46,127,3,0,0,2,medium,IT,1
0.45,0.46,128,3,0,0,2,low,sales,1
0.45,0.46,128,3,0,0,2,low,sales,1
0.45,0.46,128,3,0,0,2,low,sales,1
0.41,0.46,128,3,0,0,2,low,accounting,1
0.41,0.46,128,3,0,0,2,low,accounting,1
0.41,0.46,128,3,0,0,2,low,accounting,1
0.41,0.46,128,3,0,0,2,low,accounting,1
0.4,0.46,128,3,0,0,2,low,management,1
0.4,0.46,128,3,0,0,2,low,management,1
0.4,0.46,128,3,0,0,2,low,management,1
0.42,0.46,128,2,1,0,3,low,RandD,0
0.49,0.46,129,2,0,0,2,high,RandD,0
0.37,0.46,129,3,0,0,2,low,accounting,1
0.43,0.46,129,3,0,0,2,medium,technical,1
0.43,0.46,129,3,0,0,2,low,marketing,1
0.4,0.46,130,3,0,0,2,low,sales,1
0.4,0.46,130,3,0,0,2,low,sales,1
0.4,0.46,130,3,0,0,2,low,sales,1
0.36,0.46,130,3,0,0,2,low,accounting,1
0.45,0.46,130,3,0,0,2,low,technical,1
0.45,0.46,130,3,0,0,2,low,technical,1
0.45,0.46,130,3,0,0,2,low,technical,1
0.37,0.46,130,3,1,0,2,medium,technical,1
0.34,0.46,131,3,0,0,5,medium,marketing,0
0.37,0.46,131,3,0,0,2,low,hr,1
0.4,0.46,131,3,0,0,2,low,technical,1
0.42,0.46,131,3,0,0,2,medium,support,1
0.34,0.46,132,2,0,0,6,medium,support,0
0.36,0.46,132,3,0,0,2,low,sales,1
0.42,0.46,132,3,0,0,2,low,sales,1
0.4,0.46,132,3,0,0,2,low,technical,1
0.4,0.46,132,3,0,0,2,low,technical,1
0.4,0.46,132,3,0,0,2,low,technical,1
0.4,0.46,132,3,0,0,2,low,product_mng,1
0.4,0.46,134,3,0,0,2,low,accounting,1
0.37,0.46,134,3,0,0,2,medium,product_mng,1
0.4,0.46,135,3,0,0,2,low,technical,1
0.4,0.46,135,3,0,0,2,low,technical,1
0.4,0.46,135,3,0,0,2,low,technical,1
0.42,0.46,135,3,0,0,2,low,technical,1
0.39,0.46,136,3,0,0,2,medium,support,1
0.39,0.46,136,3,0,0,2,medium,support,1
0.39,0.46,136,3,0,0,2,medium,support,1
0.38,0.46,137,3,0,0,2,low,technical,1
0.38,0.46,137,3,0,0,2,low,technical,1
0.38,0.46,137,3,0,0,2,low,technical,1
0.44,0.46,138,3,0,0,2,low,technical,1
0.46,0.46,140,3,0,0,2,low,technical,1
0.37,0.46,140,3,0,0,2,low,support,1
0.37,0.46,140,3,0,0,2,low,support,1
0.37,0.46,140,3,0,0,2,low,support,1
0.4,0.46,141,3,0,0,2,low,marketing,1
0.42,0.46,141,3,0,0,2,medium,marketing,1
0.42,0.46,141,3,0,0,2,medium,marketing,1
0.45,0.46,142,3,0,0,2,medium,support,1
0.45,0.46,142,3,0,0,2,low,product_mng,1
0.68,0.46,143,3,0,0,4,low,sales,0
0.4,0.46,143,3,0,0,2,medium,hr,1
0.4,0.46,143,3,0,0,2,medium,hr,1
0.4,0.46,143,3,0,0,2,medium,hr,1
0.4,0.46,143,3,0,0,2,high,technical,1
0.4,0.46,143,3,0,0,2,high,technical,1
0.4,0.46,143,3,0,0,2,high,technical,1
0.44,0.46,143,3,0,0,2,low,IT,1
0.44,0.46,143,3,0,0,2,low,IT,1
0.44,0.46,143,3,0,0,2,low,IT,1
0.42,0.46,143,3,0,0,2,low,RandD,1
0.38,0.46,144,3,0,0,2,low,management,1
0.4,0.46,144,3,0,0,2,low,RandD,1
0.74,0.46,145,3,0,0,6,low,accounting,0
0.43,0.46,145,3,0,0,2,low,sales,1
0.38,0.46,145,3,0,0,2,medium,hr,1
0.38,0.46,145,3,0,0,2,medium,hr,1
0.38,0.46,145,3,0,0,2,medium,hr,1
0.46,0.46,145,3,0,0,2,high,IT,1
0.4,0.46,146,3,0,0,2,low,sales,1
0.45,0.46,146,3,0,0,2,low,technical,1
0.42,0.46,147,3,0,0,2,low,sales,1
0.38,0.46,147,3,0,0,2,low,support,1
0.45,0.46,149,3,0,0,2,low,sales,1
0.45,0.46,149,3,0,0,2,low,sales,1
0.44,0.46,149,3,0,0,2,low,technical,1
0.4,0.46,149,3,0,0,2,medium,technical,1
0.4,0.46,149,3,0,0,2,medium,technical,1
0.4,0.46,149,3,0,0,2,medium,technical,1
0.43,0.46,149,3,0,0,2,medium,technical,1
0.43,0.46,149,3,0,0,2,medium,technical,1
0.37,0.46,149,3,0,0,2,low,IT,1
0.37,0.46,149,3,0,0,2,low,IT,1
0.37,0.46,149,3,0,0,2,high,marketing,1
0.37,0.46,149,3,0,0,2,high,marketing,1
0.37,0.46,149,3,0,0,2,high,marketing,1
0.42,0.46,150,3,0,0,2,medium,sales,1
0.42,0.46,150,3,0,0,2,medium,sales,1
0.42,0.46,150,3,0,0,2,medium,sales,1
0.41,0.46,150,3,1,0,2,low,hr,1
0.41,0.46,151,3,0,0,2,low,product_mng,1
0.41,0.46,151,3,0,0,2,low,product_mng,1
0.41,0.46,151,3,0,0,2,low,product_mng,1
0.47,0.46,152,2,0,0,2,medium,IT,0
0.47,0.46,152,2,0,0,2,medium,IT,0
0.37,0.46,153,3,0,0,2,low,sales,1
0.37,0.46,153,3,0,0,2,low,sales,1
0.37,0.46,153,3,0,0,2,low,sales,1
0.44,0.46,153,3,0,0,2,low,hr,1
0.45,0.46,153,3,0,0,2,low,management,1
0.45,0.46,153,3,0,0,2,low,management,1
0.45,0.46,153,3,0,0,2,low,management,1
0.45,0.46,153,3,1,0,2,medium,technical,1
0.45,0.46,153,3,1,0,2,medium,technical,1
0.46,0.46,154,3,0,0,2,medium,accounting,1
0.46,0.46,154,3,0,0,2,medium,accounting,1
0.46,0.46,154,3,0,0,2,medium,accounting,1
0.44,0.46,154,3,0,0,2,low,technical,1
0.34,0.46,155,10,0,0,3,medium,product_mng,0
0.34,0.46,155,10,0,0,3,medium,product_mng,0
0.38,0.46,155,3,0,0,2,low,sales,1
0.45,0.46,155,3,0,0,2,low,sales,1
0.45,0.46,155,3,0,0,2,low,sales,1
0.45,0.46,155,3,0,0,2,low,sales,1
0.4,0.46,155,3,0,0,2,medium,support,1
0.37,0.46,155,3,0,0,2,medium,marketing,1
0.37,0.46,156,3,0,0,2,low,sales,1
0.37,0.46,156,3,0,0,2,low,sales,1
0.37,0.46,156,3,0,0,2,low,sales,1
0.37,0.46,156,3,0,0,2,low,sales,1
0.39,0.46,156,3,0,0,2,low,sales,1
0.43,0.46,156,3,0,0,2,low,technical,1
0.43,0.46,156,3,0,0,2,low,technical,1
0.43,0.46,156,3,0,0,2,low,technical,1
0.4,0.46,156,3,0,0,2,medium,management,1
0.41,0.46,156,3,1,0,2,low,sales,1
0.41,0.46,156,3,1,0,2,low,sales,1
0.41,0.46,156,3,1,0,2,low,sales,1
0.43,0.46,157,3,0,0,2,medium,sales,1
0.43,0.46,157,3,0,0,2,medium,sales,1
0.44,0.46,157,3,0,0,2,medium,sales,1
0.36,0.46,157,3,0,0,2,medium,technical,1
0.37,0.46,157,3,0,0,2,medium,support,1
0.37,0.46,157,3,0,0,2,low,IT,1
0.37,0.46,157,3,0,0,2,low,IT,1
0.37,0.46,157,3,0,0,2,low,IT,1
0.43,0.46,157,3,0,0,2,medium,product_mng,1
0.37,0.46,158,3,0,0,2,low,hr,1
0.37,0.46,158,3,0,0,2,low,hr,1
0.37,0.46,158,3,0,0,2,low,hr,1
0.39,0.46,159,3,0,0,2,medium,sales,1
0.39,0.46,159,3,0,0,2,medium,sales,1
0.45,0.46,159,3,0,0,2,high,hr,1
0.45,0.46,159,3,0,0,2,high,hr,1
0.4,0.46,160,3,0,0,2,low,technical,1
0.38,0.46,160,3,0,0,2,low,support,1
0.41,0.46,160,3,0,1,2,low,sales,1
0.41,0.46,160,3,0,1,2,low,sales,1
0.41,0.46,160,3,0,1,2,low,sales,1
0.5,0.46,165,3,0,0,3,low,RandD,0
0.53,0.46,167,2,0,0,2,medium,RandD,0
0.57,0.46,167,4,0,0,3,medium,technical,0
0.43,0.46,169,5,0,0,4,high,technical,0
0.34,0.46,169,2,1,0,2,low,support,0
0.61,0.46,171,3,0,0,3,medium,IT,0
0.61,0.46,172,3,0,0,4,low,accounting,0
0.37,0.46,173,6,0,0,3,medium,RandD,0
0.48,0.46,174,3,0,0,2,low,RandD,0
0.51,0.46,176,3,0,0,3,low,sales,0
0.45,0.46,179,2,1,0,3,low,sales,0
0.43,0.46,186,2,0,0,2,low,product_mng,0
0.43,0.46,186,2,0,0,2,low,product_mng,0
0.57,0.46,186,3,1,0,3,medium,IT,0
0.57,0.46,186,3,1,0,3,medium,IT,0
0.92,0.46,195,5,0,0,5,low,support,0
0.18,0.46,202,4,0,0,5,medium,support,0
0.66,0.46,204,4,0,0,4,low,product_mng,0
0.57,0.46,207,3,0,0,3,medium,product_mng,0
0.25,0.46,214,4,0,0,4,medium,technical,1
0.25,0.46,214,4,0,0,4,medium,technical,1
0.25,0.46,214,4,0,0,4,medium,technical,1
0.61,0.46,220,4,0,0,5,low,sales,1
0.24,0.46,224,5,0,0,7,medium,accounting,1
0.24,0.46,224,5,0,0,7,medium,accounting,1
0.24,0.46,224,5,0,0,7,medium,accounting,1
0.55,0.46,226,5,0,0,4,low,sales,0
0.94,0.46,230,2,1,0,2,low,support,0
0.43,0.46,239,3,1,0,2,medium,sales,0
0.16,0.46,240,2,0,0,6,low,product_mng,0
0.16,0.46,240,2,0,0,6,low,product_mng,0
0.73,0.46,240,4,1,0,4,medium,RandD,0
0.26,0.46,242,3,0,0,2,low,technical,1
0.89,0.46,248,5,1,0,4,medium,hr,0
0.18,0.46,249,4,0,0,4,low,technical,0
0.28,0.46,260,2,0,0,4,medium,accounting,0
0.33,0.46,261,6,1,0,5,low,IT,0
0.14,0.46,267,6,1,0,2,low,support,0
0.23,0.46,274,5,1,0,4,medium,hr,0
0.28,0.46,277,6,0,0,5,medium,technical,0
0.46,0.47,101,5,0,0,6,low,hr,0
0.41,0.47,104,3,0,0,4,low,sales,0
0.53,0.47,106,6,0,0,6,high,management,0
0.53,0.47,106,6,0,0,6,high,management,0
0.9,0.47,107,6,1,0,2,low,technical,0
0.52,0.47,108,5,0,0,3,medium,management,0
0.89,0.47,108,3,0,0,4,low,technical,0
0.4,0.47,108,3,0,0,5,medium,sales,0
0.42,0.47,125,4,0,0,2,medium,IT,0
0.84,0.47,125,4,0,0,3,low,RandD,0
0.38,0.47,128,3,0,0,2,medium,sales,1
0.38,0.47,128,3,0,0,2,medium,sales,1
0.4,0.47,128,3,0,0,2,medium,sales,1
0.4,0.47,128,3,0,0,2,medium,sales,1
0.43,0.47,128,3,0,0,2,medium,technical,1
0.43,0.47,128,3,0,0,2,medium,technical,1
0.43,0.47,128,3,0,0,2,low,IT,1
0.59,0.47,129,2,0,0,3,medium,RandD,0
0.78,0.47,129,2,0,0,4,medium,technical,0
0.36,0.47,129,3,0,0,2,medium,sales,1
0.42,0.47,129,3,0,0,2,low,hr,1
0.43,0.47,129,3,0,0,2,low,marketing,1
0.42,0.47,130,3,0,0,2,low,hr,1
0.43,0.47,130,3,0,0,2,low,technical,1
0.44,0.47,130,3,0,0,2,low,technical,1
0.44,0.47,130,3,0,0,2,low,technical,1
0.94,0.47,131,6,0,0,5,medium,technical,0
0.43,0.47,131,3,0,0,2,low,accounting,1
0.43,0.47,131,3,0,0,2,low,accounting,1
0.39,0.47,131,3,0,0,2,low,technical,1
0.41,0.47,131,3,0,0,2,medium,marketing,1
0.41,0.47,131,3,0,0,2,medium,marketing,1
0.39,0.47,135,3,0,0,2,low,sales,1
0.42,0.47,135,3,0,0,2,low,sales,1
0.42,0.47,135,3,0,0,2,low,sales,1
0.43,0.47,135,3,0,0,2,low,sales,1
0.43,0.47,135,3,0,0,2,low,sales,1
0.43,0.47,135,3,0,0,2,low,sales,1
0.41,0.47,135,3,0,0,2,low,support,1
0.41,0.47,135,3,0,0,2,low,support,1
0.41,0.47,135,3,0,0,2,low,support,1
0.45,0.47,135,3,0,0,2,medium,RandD,1
0.45,0.47,135,3,0,0,2,medium,RandD,1
0.45,0.47,135,3,0,0,2,medium,RandD,1
0.45,0.47,136,3,0,0,2,medium,sales,1
0.36,0.47,136,3,0,0,2,low,accounting,1
0.4,0.47,136,3,0,0,2,medium,hr,1
0.4,0.47,136,3,0,0,2,medium,hr,1
0.43,0.47,137,3,0,0,2,medium,hr,1
0.42,0.47,137,3,0,0,2,medium,support,1
0.43,0.47,137,3,0,0,2,medium,marketing,1
0.41,0.47,138,3,0,0,2,low,sales,1
0.41,0.47,138,3,0,0,2,low,sales,1
0.41,0.47,138,3,0,0,2,low,sales,1
0.37,0.47,138,3,1,0,2,medium,accounting,1
0.37,0.47,138,3,1,0,2,medium,accounting,1
0.37,0.47,138,3,1,0,2,medium,accounting,1
0.29,0.47,139,4,0,0,5,low,sales,0
0.42,0.47,139,3,1,0,2,medium,IT,1
0.38,0.47,140,3,1,0,2,low,IT,1
0.3,0.47,141,6,0,0,6,low,sales,0
0.37,0.47,141,3,0,0,2,medium,technical,1
0.37,0.47,141,3,0,0,2,medium,technical,1
0.37,0.47,141,3,0,0,2,medium,technical,1
0.52,0.47,141,5,1,0,6,low,support,0
0.39,0.47,142,3,0,0,2,low,technical,1
0.59,0.47,143,2,0,0,3,medium,technical,0
0.32,0.47,143,4,0,0,3,medium,IT,0
0.32,0.47,143,4,0,0,3,medium,IT,0
0.38,0.47,143,3,0,0,2,low,technical,1
0.41,0.47,143,3,1,0,2,low,technical,1
0.4,0.47,144,3,0,0,2,medium,hr,1
0.4,0.47,144,3,0,0,2,medium,hr,1
0.43,0.47,144,3,0,0,2,medium,hr,1
0.43,0.47,144,3,0,0,2,medium,hr,1
0.43,0.47,144,3,0,0,2,medium,hr,1
0.38,0.47,144,3,0,0,2,low,support,1
0.38,0.47,144,3,0,0,2,low,support,1
0.38,0.47,144,3,0,0,2,low,support,1
0.4,0.47,144,3,1,0,2,low,sales,1
0.42,0.47,145,3,0,0,2,low,sales,1
0.41,0.47,145,3,0,0,2,low,technical,1
0.4,0.47,146,3,0,0,2,medium,sales,1
0.4,0.47,146,3,0,0,2,medium,sales,1
0.4,0.47,146,3,0,0,2,medium,sales,1
0.45,0.47,146,3,0,0,2,medium,sales,1
0.42,0.47,146,3,1,0,4,medium,sales,0
0.43,0.47,147,3,0,0,2,low,support,1
0.43,0.47,147,3,0,0,2,low,support,1
0.43,0.47,147,3,0,0,2,low,support,1
0.38,0.47,147,3,0,0,2,medium,support,1
0.37,0.47,148,3,0,0,2,low,hr,1
0.37,0.47,148,3,0,0,2,low,hr,1
0.37,0.47,148,3,0,0,2,low,hr,1
0.36,0.47,148,3,0,0,2,medium,technical,1
0.36,0.47,148,3,0,0,2,medium,technical,1
0.36,0.47,148,3,0,0,2,medium,technical,1
0.61,0.47,149,3,0,0,2,medium,sales,0
0.37,0.47,149,3,0,0,2,low,sales,1
0.37,0.47,149,3,0,0,2,low,sales,1
0.37,0.47,149,3,0,0,2,low,sales,1
0.43,0.47,149,3,0,0,2,medium,sales,1
0.37,0.47,149,3,0,0,2,medium,IT,1
0.45,0.47,150,3,0,0,2,low,sales,1
0.37,0.47,150,3,0,0,2,medium,technical,1
0.35,0.47,151,6,0,0,4,medium,management,0
0.37,0.47,151,3,0,0,2,medium,sales,1
0.4,0.47,151,3,0,0,2,medium,sales,1
0.45,0.47,151,3,0,0,2,medium,accounting,1
0.45,0.47,151,3,0,0,2,medium,accounting,1
0.45,0.47,151,3,0,0,2,medium,accounting,1
0.99,0.47,152,5,0,0,3,low,sales,0
0.38,0.47,152,3,0,0,2,medium,sales,1
0.4,0.47,152,3,0,0,2,low,accounting,1
0.37,0.47,152,3,0,0,2,low,product_mng,1
0.37,0.47,152,3,0,0,2,low,product_mng,1
0.37,0.47,152,3,0,0,2,low,product_mng,1
0.39,0.47,152,3,0,0,2,medium,marketing,1
0.81,0.47,153,7,0,0,4,low,product_mng,0
0.81,0.47,153,7,0,0,4,low,product_mng,0
0.41,0.47,154,3,0,0,2,low,sales,1
0.66,0.47,156,2,0,0,7,medium,management,1
0.3,0.47,156,2,1,0,6,medium,support,0
0.44,0.47,156,3,1,0,2,medium,sales,1
0.97,0.47,157,4,0,0,3,low,marketing,0
0.42,0.47,157,3,0,0,2,low,accounting,1
0.57,0.47,158,2,0,0,2,medium,product_mng,0
0.43,0.47,158,3,0,0,2,low,product_mng,1
0.43,0.47,158,3,0,0,2,low,product_mng,1
0.3,0.47,159,4,0,0,2,medium,sales,0
0.59,0.47,159,4,0,0,3,low,product_mng,0
0.59,0.47,159,4,0,0,3,low,product_mng,0
0.42,0.47,159,3,0,0,2,low,marketing,1
0.42,0.47,159,3,0,0,2,low,marketing,1
0.42,0.47,159,3,0,0,2,low,marketing,1
0.37,0.47,159,3,1,0,2,medium,product_mng,1
0.48,0.47,160,3,0,0,3,medium,product_mng,0
0.45,0.47,160,3,0,0,2,low,sales,1
0.45,0.47,160,3,0,0,2,low,sales,1
0.45,0.47,160,3,0,0,2,low,sales,1
0.72,0.47,168,6,0,0,5,high,sales,0
0.41,0.47,171,2,0,0,6,low,technical,0
0.4,0.47,173,5,0,0,5,medium,technical,0
0.4,0.47,173,5,0,0,5,medium,technical,0
0.42,0.47,174,5,0,0,6,low,technical,0
0.42,0.47,174,5,0,0,6,low,technical,0
0.14,0.47,175,2,0,0,4,medium,RandD,1
0.7,0.47,176,5,0,0,2,low,product_mng,0
0.3,0.47,176,2,0,0,4,low,sales,0
0.63,0.47,180,3,1,0,3,high,support,0
0.61,0.47,181,5,0,0,4,low,technical,0
0.26,0.47,182,4,0,0,6,low,sales,0
0.56,0.47,185,4,0,0,5,medium,product_mng,0
0.38,0.47,189,5,0,0,3,medium,support,0
0.47,0.47,191,3,0,0,4,medium,technical,0
0.59,0.47,191,3,0,0,5,low,RandD,0
0.54,0.47,193,4,0,0,2,medium,sales,0
0.55,0.47,194,2,0,0,3,high,IT,0
0.95,0.47,215,4,0,0,6,low,support,0
0.27,0.47,217,6,0,0,5,medium,accounting,0
0.47,0.47,221,6,0,0,2,low,sales,0
0.76,0.47,223,2,0,0,3,medium,support,0
0.2,0.47,230,4,0,0,4,high,RandD,0
0.96,0.47,233,5,1,0,2,low,technical,0
0.7,0.47,238,3,0,0,2,low,technical,0
0.26,0.47,241,4,0,0,3,low,sales,0
0.43,0.47,248,2,0,0,2,medium,sales,1
0.61,0.47,253,3,0,0,2,low,sales,1
0.61,0.47,253,3,0,0,2,low,sales,1
0.61,0.47,253,3,0,0,2,low,sales,1
0.12,0.47,258,5,0,0,3,medium,sales,0
0.23,0.47,277,5,0,0,4,medium,RandD,0
0.49,0.47,285,3,0,0,4,low,RandD,0
0.27,0.48,97,6,0,0,3,medium,IT,0
0.4,0.48,97,2,0,0,4,low,IT,0
0.7,0.48,99,4,0,0,5,low,RandD,0
0.3,0.48,104,2,0,0,2,high,technical,0
0.99,0.48,104,3,0,0,3,medium,product_mng,0
0.5,0.48,106,2,0,0,2,high,support,0
0.67,0.48,107,2,1,0,6,low,hr,0
0.68,0.48,113,2,0,0,5,low,marketing,0
0.71,0.48,114,3,0,0,5,low,management,0
0.29,0.48,116,6,1,0,2,low,hr,0
0.32,0.48,117,10,0,1,4,medium,marketing,0
0.32,0.48,117,10,0,1,4,medium,marketing,0
0.24,0.48,123,5,1,0,5,low,sales,0
0.41,0.48,126,3,0,0,2,low,technical,1
0.39,0.48,127,3,0,0,2,medium,accounting,1
0.44,0.48,128,3,0,0,2,low,support,1
0.46,0.48,129,3,0,0,2,low,sales,1
0.37,0.48,129,3,0,0,2,low,support,1
0.42,0.48,129,3,0,0,2,low,management,1
0.42,0.48,129,3,0,0,2,low,management,1
0.42,0.48,129,3,0,0,2,low,management,1
0.37,0.48,129,3,0,0,2,medium,IT,1
0.5,0.48,130,10,0,0,4,high,sales,0
0.5,0.48,130,10,0,0,4,high,sales,0
0.41,0.48,130,3,0,0,2,high,support,1
0.65,0.48,131,3,1,0,3,medium,sales,0
0.42,0.48,132,3,0,0,2,low,hr,1
0.4,0.48,132,3,0,0,2,low,technical,1
0.87,0.48,133,2,0,0,4,medium,RandD,0
0.56,0.48,134,3,0,0,3,low,product_mng,0
0.93,0.48,134,6,0,0,5,low,technical,0
0.38,0.48,134,3,0,0,2,low,hr,1
0.37,0.48,134,3,0,0,2,medium,marketing,1
0.37,0.48,134,3,0,0,2,medium,marketing,1
0.37,0.48,134,3,0,0,2,medium,marketing,1
0.41,0.48,135,3,0,0,3,high,sales,0
0.43,0.48,135,3,0,0,2,medium,sales,1
0.43,0.48,135,3,0,0,2,medium,sales,1
0.58,0.48,135,3,1,0,3,medium,hr,0
0.58,0.48,135,3,1,0,3,medium,hr,0
0.9,0.48,136,7,0,0,4,low,IT,0
0.9,0.48,136,7,0,0,4,low,IT,0
0.51,0.48,136,4,0,0,5,low,management,0
0.41,0.48,136,3,0,0,2,medium,technical,1
0.36,0.48,136,3,0,0,2,low,support,1
0.45,0.48,136,3,0,0,2,medium,product_mng,1
0.45,0.48,136,3,0,0,2,medium,product_mng,1
0.45,0.48,136,3,0,0,2,medium,product_mng,1
0.41,0.48,136,3,0,0,2,medium,marketing,1
0.41,0.48,136,3,0,0,2,medium,marketing,1
0.41,0.48,136,3,0,0,2,medium,marketing,1
0.43,0.48,136,3,0,0,2,high,RandD,1
0.4,0.48,137,3,0,0,2,medium,sales,1
0.4,0.48,137,3,0,0,2,medium,sales,1
0.4,0.48,137,3,0,0,2,medium,sales,1
0.36,0.48,137,3,0,0,2,low,technical,1
0.36,0.48,137,3,0,0,2,low,technical,1
0.36,0.48,137,3,0,0,2,low,technical,1
0.37,0.48,137,3,0,0,2,medium,technical,1
0.37,0.48,137,3,0,0,2,medium,technical,1
0.37,0.48,137,3,0,0,2,medium,technical,1
0.39,0.48,138,3,0,0,2,low,sales,1
0.45,0.48,138,3,0,0,2,low,technical,1
0.4,0.48,138,3,0,0,2,medium,marketing,1
0.23,0.48,139,4,0,0,3,medium,IT,0
0.73,0.48,139,5,0,0,4,medium,sales,0
0.73,0.48,139,2,0,0,4,low,RandD,0
0.73,0.48,139,2,0,0,4,low,RandD,0
0.4,0.48,139,3,0,0,2,low,technical,1
0.41,0.48,139,3,0,0,2,low,technical,1
0.41,0.48,139,3,0,0,2,low,technical,1
0.41,0.48,139,3,0,0,2,low,technical,1
0.42,0.48,140,3,0,0,2,low,sales,1
0.42,0.48,140,3,0,0,2,low,sales,1
0.41,0.48,141,3,0,0,2,low,IT,1
0.39,0.48,141,3,0,0,2,medium,product_mng,1
0.39,0.48,141,3,0,0,2,medium,product_mng,1
0.39,0.48,141,3,0,0,2,medium,product_mng,1
0.46,0.48,141,3,1,0,2,low,sales,1
0.46,0.48,141,3,1,0,2,low,sales,1
0.46,0.48,141,3,1,0,2,low,sales,1
0.4,0.48,142,3,0,0,2,low,support,1
0.4,0.48,142,3,0,0,2,low,support,1
0.4,0.48,142,3,0,0,2,low,marketing,1
0.94,0.48,143,2,0,0,4,medium,support,0
0.42,0.48,143,3,0,0,2,low,sales,1
0.42,0.48,143,3,0,0,2,low,sales,1
0.42,0.48,143,3,0,0,2,low,sales,1
0.44,0.48,143,3,0,0,2,medium,technical,1
0.44,0.48,143,3,0,0,2,medium,technical,1
0.44,0.48,143,3,0,0,2,medium,technical,1
0.65,0.48,144,3,0,0,4,low,accounting,0
0.74,0.48,144,3,0,0,5,medium,sales,0
0.43,0.48,144,3,0,0,2,low,sales,1
0.45,0.48,144,3,0,0,2,medium,marketing,1
0.45,0.48,144,3,0,0,2,medium,marketing,1
0.45,0.48,144,3,0,0,2,medium,marketing,1
0.45,0.48,145,2,0,0,3,medium,support,0
0.45,0.48,145,2,0,0,3,medium,support,0
0.41,0.48,145,3,0,0,2,medium,accounting,1
0.41,0.48,145,3,0,0,2,medium,accounting,1
0.41,0.48,145,3,0,0,2,medium,accounting,1
0.36,0.48,145,3,0,0,2,low,hr,1
0.24,0.48,145,3,1,0,4,high,technical,0
